name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
Kepler-1113 b,3676,8.3 Earths,14.783,2016
Kepler-1114 b,1393,2.39 Earths,13.758,2016
Kepler-1115 b,3050,3.53 Earths,11.882,2016
Kepler-1116 b,3317,6.99 Earths,15.235,2016
Kepler-1117 b,2019,1.41 Earths,14.124,2016
Kepler-1118 b,2668,7.95 Earths,14.956,2016
Kepler-1119 b,4201,4.35 Earths,15.067,2016
Kepler-111 b,2185,3.12 Earths,13.419,2014
Kepler-111 c,2185,0.132 Jupiters,13.419,2014
Kepler-1120 b,2071,2.48 Earths,15.304,2016
Kepler-1121 b,1726,4.31 Earths,12.017,2016
Kepler-1122 b,3014,4.82 Earths,15.102,2016
Kepler-1123 b,2597,3.43 Earths,14.807,2016
Kepler-1124 b,577,2.18 Earths,15.968,2016
Kepler-1125 b,2968,4.04 Earths,14.877,2016
Kepler-1126 b,2179,3.64 Earths,14.021,2016
Kepler-1127 b,3249,4.5 Earths,15.133,2016
Kepler-1128 b,3794,12.9 Earths,15.686,2016
Kepler-1129 b,4104,9.06 Earths,15.257,2016
Kepler-1129 c,4104,7.9 Earths,15.257,2016
Kepler-112 b,1699,6.17 Earths,13.766,2014
Kepler-112 c,1699,6.35 Earths,13.766,2014
Kepler-1130 b,763,0.437 Earths,12.396,2016
Kepler-1131 b,3618,3.15 Earths,14.937,2016
Kepler-1132 b,3066,6.12 Earths,15.472,2016
Kepler-1133 b,2678,4.54 Earths,14.81,2016
Kepler-1134 b,3252,7.46 Earths,15.825,2016
Kepler-1135 b,2375,4.08 Earths,14.295,2016
Kepler-1136 b,1778,3.33 Earths,15.642,2016
Kepler-1137 b,3167,5.48 Earths,12.691,2016
Kepler-1138 b,3591,3.53 Earths,15.336,2016
Kepler-1139 b,1810,1.81 Earths,14.135,2016
Kepler-113 b,862,11.7 Earths,13.46,2014
Kepler-113 c,862,8.7 Earths,13.46,2014
Kepler-1140 b,2143,8.1 Earths,15.453,2016
Kepler-1141 b,1191,0.477 Earths,12.335,2016
Kepler-1142 b,2274,2.76 Earths,14.278,2016
Kepler-1143 b,2062,3.43 Earths,15.194,2016
Kepler-1143 c,2062,12.6 Earths,15.194,2016
Kepler-1144 b,3301,4.62 Earths,14.913,2016
Kepler-1145 b,2329,2.54 Earths,15.45,2016
Kepler-1146 b,2264,2.04 Earths,15.85,2016
Kepler-1147 b,4815,7.32 Earths,15.356,2016
Kepler-1148 b,2225,3.5 Earths,15.281,2016
Kepler-1149 b,3337,2.67 Earths,14.931,2016
Kepler-114 b,853,6.8 Earths,13.712,2014
Kepler-114 c,853,2.8 Earths,13.712,2013
Kepler-114 d,853,3.9 Earths,13.712,2013
Kepler-1150 b,1217,1.04 Earths,14.423,2016
Kepler-1151 b,2489,5.56 Earths,14.857,2016
Kepler-1152 b,600,0.59 Earths,14.598,2016
Kepler-1153 b,3865,3.64 Earths,15.798,2016
Kepler-1154 b,4994,6.08 Earths,14.779,2016
Kepler-1154 c,4994,6.17 Earths,14.779,2016
Kepler-1155 b,3220,4.78 Earths,14.739,2016
Kepler-1156 b,2476,2.3 Earths,14.126,2016
Kepler-1157 b,1129,1.32 Earths,14.377,2016
Kepler-1158 b,4104,6.08 Earths,13.574,2016
Kepler-1159 b,4038,6.21 Earths,14.545,2016
Kepler-115 b,2071,1.32 Earths,13.392,2014
Kepler-115 c,2071,7.27 Earths,13.392,2014
Kepler-1160 b,4218,5.22 Earths,15.8,2016
Kepler-1161 b,1396,5.18 Earths,15.8,2016
Kepler-1162 b,3226,5.52 Earths,15.485,2016
Kepler-1163 b,1589,1.08 Earths,12.118,2016
Kepler-1164 b,1458,1.46 Earths,14.09,2016
Kepler-1165 b,3526,3.02 Earths,14.392,2016
Kepler-1166 b,2114,3.5 Earths,14.466,2016
Kepler-1167 b,2645,3.57 Earths,15.929,2016
Kepler-1168 b,2972,6.8 Earths,15.609,2016
Kepler-1169 b,1755,0.779 Earths,12.685,2016
Kepler-116 b,3203,11.6 Earths,13.689,2014
Kepler-116 c,3203,5.9 Earths,13.689,2014
Kepler-1170 b,2972,6.39 Earths,15.909,2016
Kepler-1171 b,2006,7.08 Earths,11.459,2016
Kepler-1172 b,4215,10.3 Earths,15.846,2016
Kepler-1173 b,1311,0.64 Earths,13.804,2016
Kepler-1174 b,2704,3.15 Earths,14.159,2016
Kepler-1175 b,4058,9.22 Earths,15.916,2016
Kepler-1176 b,3337,6.57 Earths,15.05,2016
Kepler-1177 b,2704,4.27 Earths,14.508,2016
Kepler-1178 b,1096,1.24 Earths,13.96,2016
Kepler-1179 b,1481,2.3 Earths,14.068,2016
Kepler-117 b,4665,29.875 Earths,14.247,2014
Kepler-117 c,4665,1.84 Jupiters,14.247,2014
Kepler-1180 b,4188,4.62 Earths,14.984,2016
Kepler-1181 b,2828,3.09 Earths,13.455,2016
Kepler-1182 b,4104,6.39 Earths,15.345,2016
Kepler-1183 b,4495,8.35 Earths,15.83,2016
Kepler-1184 b,3892,7.65 Earths,14.931,2016
Kepler-1185 b,966,2.33 Earths,12.552,2016
Kepler-1186 b,3627,5.6 Earths,15.267,2016
Kepler-1187 b,3357,7.32 Earths,14.566,2016
Kepler-1188 b,3921,4.98 Earths,14.968,2016
Kepler-1189 b,2880,3.78 Earths,14.249,2016
Kepler-118 b,1904,4.5 Earths,14.719,2014
Kepler-118 c,1904,0.144 Jupiters,14.719,2014
Kepler-1190 b,1253,2.33 Earths,14.494,2016
Kepler-1191 b,2858,2.89 Earths,15.312,2016
Kepler-1192 b,3614,6.17 Earths,15.681,2016
Kepler-1193 b,2267,2.3 Earths,13.421,2016
Kepler-1194 b,2009,2.89 Earths,14.103,2016
Kepler-1195 b,2649,4.98 Earths,15.912,2016
Kepler-1196 b,3086,5.6 Earths,14.832,2016
Kepler-1197 b,1647,2.1 Earths,15.113,2016
Kepler-1198 b,2535,2.76 Earths,14.769,2016
Kepler-1199 b,1761,1.6 Earths,13.03,2016
Kepler-119 b,2336,12.6 Earths,14.2,2014
Kepler-119 c,2336,0.721 Earths,14.2,2014
Kepler-11 b,2148,1.9 Earths,14.2,2010
Kepler-11 c,2148,2.9 Earths,14.2,2010
Kepler-11 d,2148,7.3 Earths,14.2,2010
Kepler-11 e,2148,8 Earths,14.2,2010
Kepler-11 f,2148,2 Earths,14.2,2010
Kepler-11 g,2148,25 Earths,14.2,2010
Kepler-1200 b,1889,1.2 Earths,15.789,2016
Kepler-1201 b,3921,5.86 Earths,14.7,2016
Kepler-1202 b,4544,8.96 Earths,15.608,2016
Kepler-1203 b,877,1.2 Earths,14.915,2016
Kepler-1204 b,4182,9.53 Earths,15.295,2016
Kepler-1205 b,2499,2.57 Earths,15.13,2016
Kepler-1206 b,2632,3.33 Earths,15.929,2016
Kepler-1207 b,3086,3.26 Earths,14.449,2016
Kepler-1208 b,2861,5.99 Earths,15.946,2016
Kepler-1209 b,1820,2.89 Earths,12.411,2016
Kepler-120 b,1282,8.5 Earths,14.719,2014
Kepler-120 c,1282,2.96 Earths,14.719,2014
Kepler-1210 b,3768,3.53 Earths,15.566,2016
Kepler-1211 b,4847,7.04 Earths,15.828,2016
Kepler-1212 b,4254,5.22 Earths,15.024,2016
Kepler-1213 b,2234,1.81 Earths,13.342,2016
Kepler-1214 b,2469,6.17 Earths,15.223,2016
Kepler-1215 b,2287,1.98 Earths,14.425,2016
Kepler-1216 b,3666,2.51 Earths,15.107,2016
Kepler-1217 b,4446,4.62 Earths,15.242,2016
Kepler-1218 b,2176,2.67 Earths,13.551,2016
Kepler-1219 b,2029,5.14 Earths,12.232,2016
Kepler-121 b,1690,6.08 Earths,14.677,2014
Kepler-121 c,1690,5.77 Earths,14.677,2014
Kepler-1220 b,3125,2.92 Earths,14.965,2016
Kepler-1221 b,2965,4.19 Earths,15.58,2016
Kepler-1222 b,1484,0.418 Earths,14.091,2016
Kepler-1223 b,1484,1.98 Earths,14.612,2016
Kepler-1224 b,1885,2.33 Earths,12.825,2016
Kepler-1225 b,4048,3.97 Earths,14.632,2016
Kepler-1226 b,2541,2.7 Earths,14.15,2016
Kepler-1227 b,2176,5.86 Earths,14.176,2016
Kepler-1228 b,1784,2.99 Earths,14.861,2016
Kepler-1229 b,770,2.54 Earths,15.51,2016
Kepler-122 b,3453,6.08 Earths,14.222,2014
Kepler-122 c,3453,29 Earths,14.222,2014
Kepler-122 d,3453,5.48 Earths,14.222,2014
Kepler-122 e,3453,27.7 Earths,14.222,2014
Kepler-122 f,3453,36 Earths,14.222,2014
Kepler-1230 b,4674,7.8 Earths,15.274,2016
Kepler-1231 b,3092,2.6 Earths,14.714,2016
Kepler-1232 b,2414,4.38 Earths,14.762,2016
Kepler-1233 b,4179,7.27 Earths,14.659,2016
Kepler-1234 b,2825,8.3 Earths,15.878,2016
Kepler-1235 b,1739,0.418 Earths,13.877,2016
Kepler-1236 b,3516,5.22 Earths,15.925,2016
Kepler-1237 b,3657,8.55 Earths,15.755,2016
Kepler-1238 b,5001,4.38 Earths,14.733,2016
Kepler-1239 b,8191,8.75 Earths,15.395,2016
Kepler-123 b,3432,0.174 Jupiters,14.021,2014
Kepler-123 c,3432,2.79 Earths,14.021,2014
Kepler-1240 b,2003,1.6 Earths,13.961,2016
Kepler-1241 b,3053,7.41 Earths,15.669,2016
Kepler-1242 b,2225,5.73 Earths,15.498,2016
Kepler-1243 b,2861,3.71 Earths,14.833,2016
Kepler-1244 b,2492,2.39 Earths,12.323,2016
Kepler-1245 b,2809,2.67 Earths,15.372,2016
Kepler-1245 c,2809,2.67 Earths,15.372,2016
Kepler-1246 b,1419,2.42 Earths,15.032,2016
Kepler-1247 b,3569,6.04 Earths,15.901,2016
Kepler-1248 b,1761,1.76 Earths,12.925,2016
Kepler-1249 b,5461,6.26 Earths,15.352,2016
Kepler-124 b,1387,0.315 Earths,14.124,2014
Kepler-124 c,1387,3.71 Earths,14.124,2014
Kepler-124 d,1387,1.41 Earths,14.124,2014
Kepler-1250 b,4472,4.35 Earths,15.569,2016
Kepler-1251 b,2815,4.04 Earths,14.939,2016
Kepler-1252 b,2701,3.43 Earths,14.495,2016
Kepler-1253 b,1272,2.33 Earths,12.457,2016
Kepler-1254 b,2205,3.02 Earths,15.302,2016
Kepler-1254 c,2205,2.24 Earths,15.302,2016
Kepler-1254 d,2205,2.27 Earths,15.302,2016
Kepler-1255 b,4384,5.99 Earths,15.199,2016
Kepler-1256 b,2812,2.83 Earths,13.513,2016
Kepler-1257 b,3526,2.92 Earths,15.512,2016
Kepler-1258 b,2124,0.566 Earths,13.785,2016
Kepler-1259 b,2296,2.63 Earths,15.333,2016
Kepler-125 b,601,6.21 Earths,14.768,2014
Kepler-125 c,601,0.33 Earths,14.768,2014
Kepler-1260 b,3396,3.78 Earths,14.823,2016
Kepler-1261 b,2593,5.73 Earths,15.582,2016
Kepler-1262 b,3761,3.97 Earths,15.184,2016
Kepler-1263 b,2267,1.55 Earths,15.001,2016
Kepler-1264 b,2655,1.76 Earths,14.479,2016
Kepler-1265 b,1895,2.39 Earths,15.566,2016
Kepler-1266 b,2939,7.18 Earths,15.836,2016
Kepler-1267 b,5311,9.32 Earths,15.814,2016
Kepler-1268 b,4586,4.78 Earths,15.222,2016
Kepler-1269 b,2316,3.29 Earths,13.57,2016
Kepler-126 b,780,2.92 Earths,10.454,2014
Kepler-126 c,780,3.12 Earths,10.454,2014
Kepler-126 d,780,6.8 Earths,10.454,2014
Kepler-1270 b,3927,11 Earths,13.285,2016
Kepler-1271 b,2887,2.79 Earths,13.868,2016
Kepler-1272 b,2923,6.21 Earths,14.384,2016
Kepler-1273 b,4420,6.76 Earths,15.796,2016
Kepler-1274 b,1987,2.6 Earths,11.682,2016
Kepler-1275 b,4175,2.79 Earths,14.406,2016
Kepler-1276 b,1915,1.81 Earths,12.848,2016
Kepler-1277 b,1977,3.19 Earths,14.093,2016
Kepler-1278 b,2424,1.01 Earths,13.632,2016
Kepler-1279 b,3317,3.71 Earths,13.932,2016
Kepler-127 b,1163,2.54 Earths,11.438,2014
Kepler-127 c,1163,7.56 Earths,11.438,2014
Kepler-127 d,1163,7.46 Earths,11.438,2014
Kepler-1280 b,3282,4.16 Earths,14,2016
Kepler-1281 b,3556,3.33 Earths,15.997,2016
Kepler-1282 b,3673,3.02 Earths,15.492,2016
Kepler-1283 b,4736,4.31 Earths,15.07,2016
Kepler-1284 b,2779,1.92 Earths,15.662,2016
Kepler-1285 b,1187,0.871 Earths,11.65,2016
Kepler-1286 b,3751,5.27 Earths,15.142,2016
Kepler-1287 b,3350,2.99 Earths,15.007,2016
Kepler-1288 b,2332,1.46 Earths,13.177,2016
Kepler-1289 b,3454,2.92 Earths,14.599,2016
Kepler-128 b,1308,0.77 Earths,11.289,2013
Kepler-128 c,1308,0.9 Earths,11.289,2013
Kepler-1290 b,4309,2.6 Earths,15.691,2016
Kepler-1291 b,3203,3.39 Earths,15.883,2016
Kepler-1292 b,4586,3.97 Earths,15.948,2016
Kepler-1293 b,2512,0.871 Earths,13.3,2016
Kepler-1294 b,3653,10.3 Earths,15.15,2016
Kepler-1295 b,4100,3.02 Earths,15.908,2016
Kepler-1296 b,2058,0.693 Earths,14.627,2016
Kepler-1297 b,3249,0.871 Earths,14.782,2016
Kepler-1298 b,1624,2.27 Earths,11.313,2016
Kepler-1299 b,4410,9.17 Earths,15.9,2016
Kepler-129 b,1349,6.21 Earths,11.644,2014
Kepler-129 c,1349,7.04 Earths,11.644,2014
Kepler-12 b,2950,0.432 Jupiters,13.8,2011
Kepler-1300 b,2469,2.45 Earths,12.768,2016
Kepler-1301 b,2662,2.54 Earths,15.373,2016
Kepler-1302 b,2371,2.63 Earths,15.039,2016
Kepler-1303 b,2952,2.6 Earths,14.616,2016
Kepler-1304 b,2225,5.86 Earths,15.045,2016
Kepler-1305 b,4381,4.19 Earths,15.714,2016
Kepler-1306 b,3686,4.31 Earths,15.212,2016
Kepler-1307 b,4554,6.66 Earths,15.38,2016
Kepler-1308 b,238,0.0933 Earths,14.474,2016
Kepler-1309 b,2756,6.21 Earths,16.187,2016
Kepler-130 b,1042,1.04 Earths,11.825,2014
Kepler-130 c,1042,8.75 Earths,11.825,2014
Kepler-130 d,1042,3.33 Earths,11.825,2014
Kepler-1310 b,1902,2.67 Earths,14.122,2016
Kepler-1311 b,2300,2.07 Earths,13.318,2016
Kepler-1311 c,2300,1.98 Earths,13.318,2016
Kepler-1312 b,995,5.06 Earths,12.378,2016
Kepler-1313 b,610,3.75 Earths,11.789,2016
Kepler-1314 b,1507,22.9 Earths,17.121,2016
Kepler-1315 b,1647,2.48 Earths,14.952,2016
Kepler-1316 b,2456,12.3 Earths,13.951,2016
Kepler-1317 b,2394,3.05 Earths,15.234,2016
Kepler-1318 b,1549,9.85 Earths,15.242,2016
Kepler-1319 b,372,2.36 Earths,14.222,2016
Kepler-131 b,751,16.13 Earths,11.49,2014
Kepler-131 c,751,8.25 Earths,11.49,2014
Kepler-1320 b,2515,3.53 Earths,15.905,2016
Kepler-1321 b,1784,21.5 Earths,16.928,2016
Kepler-1321 c,1784,6.35 Earths,16.928,2016
Kepler-1322 b,3970,3.22 Earths,15.775,2016
Kepler-1323 b,1729,2.92 Earths,12.344,2016
Kepler-1324 b,1703,2.89 Earths,15.134,2016
Kepler-1325 b,3115,8.55 Earths,15.129,2016
Kepler-1326 b,2968,16.3 Earths,12.741,2016
Kepler-1327 b,2244,3.89 Earths,13.884,2016
Kepler-1328 b,2055,0.904 Earths,13.803,2016
Kepler-1329 b,2035,5.35 Earths,15.85,2016
Kepler-132 b,988,1.92 Earths,11.818,2014
Kepler-132 c,988,2.18 Earths,11.818,2014
Kepler-132 d,988,3.02 Earths,11.818,2014
Kepler-132 e,988,1.76 Earths,11.818,2016
Kepler-1330 b,3063,3.36 Earths,14.945,2016
Kepler-1331 b,1191,1.16 Earths,15.032,2016
Kepler-1332 b,1680,2.45 Earths,13.795,2016
Kepler-1333 b,3125,8.3 Earths,15.171,2016
Kepler-1334 b,3415,5.86 Earths,15.171,2016
Kepler-1335 b,2049,2.7 Earths,15.304,2016
Kepler-1336 b,2681,4.58 Earths,14.038,2016
Kepler-1336 c,2681,3.57 Earths,14.038,2016
Kepler-1337 b,1918,6.39 Earths,15.817,2016
Kepler-1338 b,2019,0.721 Earths,13.574,2016
Kepler-1339 b,871,0.285 Earths,12.123,2016
Kepler-133 b,2170,3.75 Earths,12.841,2014
Kepler-133 c,2170,8.45 Earths,12.841,2014
Kepler-1340 b,4635,3.02 Earths,14.755,2016
Kepler-1341 b,1520,9.22 Earths,15.018,2016
Kepler-1342 b,3070,3.39 Earths,15.383,2016
Kepler-1343 b,4263,4.38 Earths,15.53,2016
Kepler-1344 b,2776,4.04 Earths,14.027,2016
Kepler-1345 b,3797,6.17 Earths,13.705,2016
Kepler-1346 b,3663,3.12 Earths,14.462,2016
Kepler-1347 b,1047,1.08 Earths,13.412,2016
Kepler-1348 b,3370,4.42 Earths,14.679,2016
Kepler-1349 b,848,0.271 Earths,11.082,2016
Kepler-134 b,1103,4.66 Earths,12.222,2014
Kepler-134 c,1103,2.13 Earths,12.222,2014
Kepler-1350 b,1142,6.9 Earths,16.233,2016
Kepler-1350 c,1142,3.64 Earths,16.233,2016
Kepler-1351 b,786,0.208 Earths,14.087,2016
Kepler-1352 b,2078,0.64 Earths,13.25,2016
Kepler-1353 b,1944,3.89 Earths,15.506,2016
Kepler-1354 b,3448,9.11 Earths,14.369,2016
Kepler-1355 b,3141,2.73 Earths,15.452,2016
Kepler-1356 b,2874,2.96 Earths,15.72,2016
Kepler-1357 b,3347,2.18 Earths,15.22,2016
Kepler-1358 b,1820,1.46 Earths,14.54,2016
Kepler-1359 b,2182,8.4 Earths,15.753,2016
Kepler-135 b,2065,3.93 Earths,12.679,2014
Kepler-135 c,2065,1.65 Earths,12.679,2014
Kepler-1360 b,4583,11.5 Earths,13.88,2016
Kepler-1361 b,1318,0.566 Earths,13.917,2016
Kepler-1362 b,2502,7.27 Earths,15.825,2016
Kepler-1363 b,1823,2.1 Earths,15.292,2016
Kepler-1364 b,3748,5.27 Earths,13.186,2016
Kepler-1365 b,1765,0.721 Earths,13.38,2016
Kepler-1365 c,1765,0.437 Earths,13.38,2016
Kepler-1366 b,1288,2.63 Earths,15.889,2016
Kepler-1367 b,1165,0.721 Earths,15.558,2016
Kepler-1368 b,5709,3.36 Earths,15.873,2016
Kepler-1369 b,4032,7.7 Earths,15.35,2016
Kepler-136 b,1389,19.8 Earths,11.754,2014
Kepler-136 c,1389,4.62 Earths,11.754,2014
Kepler-1370 b,2864,4.04 Earths,13.674,2016
Kepler-1370 c,2864,2.15 Earths,13.674,2016
Kepler-1371 b,1468,0.315 Earths,13.834,2016
Kepler-1371 c,1468,0.196 Earths,13.834,2016
Kepler-1372 b,3787,2.15 Earths,15.349,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-1377 b,3324,2.1 Earths,15.889,2016
Kepler-1378 b,1833,5.48 Earths,16.054,2016
Kepler-1379 b,3102,2.24 Earths,15.853,2016
Kepler-137 b,997,2.76 Earths,12.941,2014
Kepler-137 c,997,4.19 Earths,12.941,2014
Kepler-1380 b,3944,2.63 Earths,15.614,2016
Kepler-1381 b,4260,5.69 Earths,15.478,2016
Kepler-1382 b,2381,4.19 Earths,12.757,2016
Kepler-1383 b,3135,2.57 Earths,13.708,2016
Kepler-1384 b,2016,4.42 Earths,15.446,2016
Kepler-1385 b,1719,0.543 Earths,12.844,2016
Kepler-1386 b,2734,2.07 Earths,14.417,2016
Kepler-1387 b,1602,0.749 Earths,14.58,2016
Kepler-1388 b,1605,7.22 Earths,16.294,2016
Kepler-1388 c,1605,5.73 Earths,16.294,2016
Kepler-1388 d,1605,8.55 Earths,16.294,2016
Kepler-1388 e,1605,6.62 Earths,16.294,2016
Kepler-1389 b,1700,3.78 Earths,14.684,2016
Kepler-138 b,219,0.066 Earths,12.472,2014
Kepler-138 c,219,1.97 Earths,12.472,2014
Kepler-138 d,219,0.64 Earths,12.472,2014
Kepler-1390 b,2479,1.76 Earths,14.402,2016
Kepler-1391 b,2352,3.46 Earths,13.828,2016
Kepler-1392 b,3644,4.5 Earths,15.666,2016
Kepler-1393 b,1507,0.437 Earths,13.332,2016
Kepler-1394 b,2675,2.51 Earths,11.714,2016
Kepler-1395 b,1654,0.437 Earths,12.536,2016
Kepler-1396 b,4032,4.94 Earths,14.527,2016
Kepler-1397 b,2512,3.61 Earths,14.091,2016
Kepler-1398 b,2587,0.666 Earths,13.66,2016
Kepler-1398 c,2587,1.08 Earths,13.66,2016
Kepler-1399 b,4097,2.1 Earths,15.507,2016
Kepler-139 b,1290,8.96 Earths,12.677,2014
Kepler-139 c,1290,11.4 Earths,12.677,2014
Kepler-1400 b,2867,3.26 Earths,15.713,2016
Kepler-1401 b,4051,3.46 Earths,14.972,2016
Kepler-1402 b,2221,0.363 Earths,14.608,2016
Kepler-1403 b,5875,5.22 Earths,15.591,2016
Kepler-1404 b,3086,4.7 Earths,15.703,2016
Kepler-1405 b,5236,14.9 Earths,15.818,2016
Kepler-1406 b,1915,1.37 Earths,13.382,2016
Kepler-1407 b,4159,5.69 Earths,14.892,2016
Kepler-1408 b,1390,0.64 Earths,11.962,2016
Kepler-1409 b,2355,1.12 Earths,15.172,2016
Kepler-140 b,1937,3.22 Earths,12.941,2014
Kepler-140 c,1937,3.89 Earths,12.941,2014
Kepler-1410 b,1197,3.82 Earths,15.948,2016
Kepler-1411 b,4668,8.35 Earths,15.771,2016
Kepler-1412 b,2084,0.498 Earths,13.193,2016
Kepler-1413 b,3790,3.97 Earths,16.285,2016
Kepler-1414 b,1742,2.04 Earths,14.861,2016
Kepler-1415 b,3477,2.21 Earths,15.721,2016
Kepler-1416 b,2632,0.615 Earths,14.226,2016
Kepler-1417 b,2140,0.972 Earths,13.858,2016
Kepler-1418 b,1628,3.39 Earths,15.281,2016
Kepler-1419 b,4710,8.55 Earths,15.718,2016
Kepler-141 b,991,0.257 Earths,13.421,2014
Kepler-141 c,991,2.57 Earths,13.421,2014
Kepler-1420 b,3011,2.18 Earths,15.849,2016
Kepler-1421 b,2202,0.749 Earths,12.726,2016
Kepler-1422 b,6788,4.74 Earths,15.619,2016
Kepler-1423 b,1465,1.2 Earths,14.558,2016
Kepler-1424 b,2022,1.65 Earths,13.592,2016
Kepler-1425 b,1628,0.779 Earths,13.563,2016
Kepler-1426 b,3950,3.05 Earths,15.166,2016
Kepler-1427 b,3980,1.37 Earths,15.482,2016
Kepler-1428 b,2616,3.33 Earths,13.523,2016
Kepler-1429 b,3771,2.21 Earths,14.832,2016
Kepler-142 b,1819,4.62 Earths,13.197,2014
Kepler-142 c,1819,8.55 Earths,13.197,2014
Kepler-142 d,1819,5.31 Earths,13.197,2014
Kepler-1430 b,1765,1.76 Earths,15.282,2016
Kepler-1431 b,4143,2.76 Earths,15.271,2016
Kepler-1432 b,5063,5.56 Earths,15.37,2016
Kepler-1433 b,4332,3.05 Earths,14.826,2016
Kepler-1434 b,2218,1.41 Earths,12.042,2016
Kepler-1435 b,2221,0.566 Earths,12.869,2016
Kepler-1436 b,3725,2.27 Earths,14.91,2016
Kepler-1437 b,3856,2.45 Earths,15.661,2016
Kepler-1438 b,2825,0.779 Earths,14.861,2016
Kepler-1439 b,701,2.73 Earths,16.098,2016
Kepler-143 b,2703,6.39 Earths,13.706,2014
Kepler-143 c,2703,11.3 Earths,13.706,2014
Kepler-1440 b,2234,2.13 Earths,14.102,2016
Kepler-1441 b,2450,2.27 Earths,14.257,2016
Kepler-1442 b,1713,14.7 Earths,12.03,2016
Kepler-1443 b,1549,0.871 Earths,12.212,2016
Kepler-1444 b,1109,5.39 Earths,12.258,2016
Kepler-1445 b,1572,0.84 Earths,12.418,2016
Kepler-1446 b,528,0.477 Earths,12.409,2016
Kepler-1447 b,2841,8.75 Earths,14.664,2016
Kepler-1448 b,2564,3.22 Earths,14.38,2016
Kepler-1449 b,4309,3.46 Earths,15.031,2016
Kepler-144 b,1270,2.33 Earths,11.944,2014
Kepler-144 c,1270,2.39 Earths,11.944,2014
Kepler-1450 b,1598,3.57 Earths,15.489,2016
Kepler-1451 b,3781,11.2 Earths,15.3,2016
Kepler-1452 b,3177,7.75 Earths,13.071,2016
Kepler-1453 b,4188,7.61 Earths,15.528,2016
Kepler-1454 b,2593,4.19 Earths,14.899,2016
Kepler-1455 b,1279,5.31 Earths,15.866,2016
Kepler-1456 b,1236,1.55 Earths,15.445,2016
Kepler-1457 b,2375,4.62 Earths,14.028,2016
Kepler-1458 b,2094,8.05 Earths,14.2,2016
Kepler-1459 b,1419,2.42 Earths,14.552,2016
Kepler-145 b,1879,37.1 Earths,11.875,2013
Kepler-145 c,1879,0.25 Jupiters,11.875,2013
Kepler-1460 b,1872,4.5 Earths,15.919,2016
Kepler-1461 b,2453,4.78 Earths,15.695,2016
Kepler-1462 b,4462,14 Earths,15.856,2016
Kepler-1463 b,4374,4.12 Earths,15.724,2016
Kepler-1464 b,2257,3.39 Earths,14.13,2016
Kepler-1464 c,2257,0.972 Earths,14.13,2016
Kepler-1465 b,1142,3.78 Earths,14.42,2016
Kepler-1466 b,2238,3.02 Earths,13.869,2016
Kepler-1467 b,2903,10.9 Earths,15.521,2016
Kepler-1468 b,3686,3.64 Earths,14.952,2016
Kepler-1468 c,3686,1.6 Earths,14.952,2016
Kepler-1469 b,4094,8.25 Earths,15.989,2016
Kepler-146 b,2387,13.3 Earths,13.803,2014
Kepler-146 c,2387,9.96 Earths,13.803,2014
Kepler-1470 b,1856,1.24 Earths,15.044,2016
Kepler-1471 b,3454,2.57 Earths,15.246,2016
Kepler-1472 b,4139,4.27 Earths,14.59,2016
Kepler-1473 b,2039,1.81 Earths,13.368,2016
Kepler-1474 b,3960,5.31 Earths,15.217,2016
Kepler-1475 b,5591,8.85 Earths,15.277,2016
Kepler-1476 b,3973,3.43 Earths,15.409,2016
Kepler-1477 b,1713,1.76 Earths,14.576,2016
Kepler-1478 b,4583,3.64 Earths,15.399,2016
Kepler-1479 b,2019,4.01 Earths,13.733,2016
Kepler-147 b,3503,2.96 Earths,13.915,2014
Kepler-147 c,3503,6.48 Earths,13.915,2014
Kepler-1480 b,1761,3.43 Earths,14.482,2016
Kepler-1481 b,1608,2.04 Earths,14.743,2016
Kepler-1482 b,1442,1.01 Earths,13.73,2016
Kepler-1483 b,4329,2.92 Earths,14.423,2016
Kepler-1484 b,3572,5.1 Earths,15.247,2016
Kepler-1485 b,1794,2.76 Earths,13.18,2016
Kepler-1486 b,4779,5.99 Earths,15.294,2016
Kepler-1487 b,3569,5.18 Earths,13.451,2016
Kepler-1488 b,2016,4.12 Earths,13.077,2016
Kepler-1489 b,2838,3.78 Earths,14.808,2016
Kepler-148 b,2640,3.89 Earths,15.336,2014
Kepler-148 c,2640,12.6 Earths,15.336,2014
Kepler-148 d,2640,0.177 Jupiters,15.336,2016
Kepler-1490 b,3158,9.48 Earths,15.418,2016
Kepler-1491 b,4280,2.89 Earths,15.57,2016
Kepler-1492 b,1210,2.83 Earths,14.496,2016
Kepler-1493 b,1866,2.57 Earths,13.861,2016
Kepler-1494 b,3454,9.64 Earths,15.217,2016
Kepler-1495 b,4263,8.96 Earths,15.625,2016
Kepler-1496 b,4218,5.56 Earths,14.682,2016
Kepler-1497 b,3660,3.39 Earths,15.376,2016
Kepler-1498 b,2414,2.33 Earths,15.1,2016
Kepler-1499 b,1011,1.81 Earths,13.516,2016
Kepler-149 b,1894,16.5 Earths,14.019,2014
